policy_id,x,n,t,OIS,OID,k,delta,surrender_value
3982,731,46,23,5000.0,1000.0,5.0,1.0,494.8032754210952
3982,731,46,34,5000.0,1000.0,5.0,1.0,725.19876546562
3982,731,46,46,5000.0,1000.0,5.0,1.0,969.9999999999999
3983,273,200,20,1000.0,1000.0,1.0,0.0,94.87512137419124
3983,273,200,50,1000.0,1000.0,1.0,0.0,238.01284156026776
3983,273,200,100,1000.0,1000.0,1.0,0.0,478.9675150547663
3983,273,200,150,1000.0,1000.0,1.0,0.0,722.9162706760138
3983,273,200,200,1000.0,1000.0,1.0,0.0,970.0
3984,575,253,25,1000.0,5000.0,0.2,0.0,416.8178376354016
3984,575,253,63,1000.0,5000.0,0.2,0.0,1000.0
3984,575,253,126,1000.0,5000.0,0.2,0.0,1000.0
3984,575,253,189,1000.0,5000.0,0.2,0.0,1000.0
3984,575,253,253,1000.0,5000.0,0.2,0.0,1000.0
3985,375,94,9,3000.0,1000.0,3.0,0.5,92.42561752568473
3985,375,94,23,3000.0,1000.0,3.0,0.5,236.51363383912485
3985,375,94,47,3000.0,1000.0,3.0,0.5,484.26037742531145
3985,375,94,70,3000.0,1000.0,3.0,0.5,721.8038459194972
3985,375,94,94,3000.0,1000.0,3.0,0.5,970.0
3986,350,176,17,1000.0,4000.0,0.25,0.0,365.85132710675185
3986,350,176,44,1000.0,4000.0,0.25,0.0,950.2261893347021
3986,350,176,88,1000.0,4000.0,0.25,0.0,1000.0
3986,350,176,132,1000.0,4000.0,0.25,0.0,1000.0
3986,350,176,176,1000.0,4000.0,0.25,0.0,1000.0
3987,455,90,9,5000.0,1000.0,5.0,1.0,99.07988002141958
3987,455,90,22,5000.0,1000.0,5.0,1.0,242.2964840956133
3987,455,90,45,5000.0,1000.0,5.0,1.0,493.2856818274606
3987,455,90,67,5000.0,1000.0,5.0,1.0,728.9318029027942
3987,455,90,90,5000.0,1000.0,5.0,1.0,970.0000000000001
3988,615,230,23,1000.0,1000.0,1.0,0.0,94.53826015226
3988,615,230,57,1000.0,1000.0,1.0,0.0,233.59272441372457
3988,615,230,115,1000.0,1000.0,1.0,0.0,471.03038508543176
3988,615,230,172,1000.0,1000.0,1.0,0.0,710.1571304948299
3988,615,230,230,1000.0,1000.0,1.0,0.0,970.0
3989,394,255,25,3000.0,1000.0,3.0,0.5,105.71511785436759
3989,394,255,63,3000.0,1000.0,3.0,0.5,264.36027133254146
3989,394,255,127,3000.0,1000.0,3.0,0.5,525.302276741333
3989,394,255,191,3000.0,1000.0,3.0,0.5,766.9147780663278
3989,394,255,255,3000.0,1000.0,3.0,0.5,970.0000000000001
3990,424,30,3,4000.0,1000.0,4.0,0.75,96.77418696895599
3990,424,30,7,4000.0,1000.0,4.0,0.75,225.88924205142135
3990,424,30,15,4000.0,1000.0,4.0,0.75,484.36363806066646
3990,424,30,22,4000.0,1000.0,4.0,0.75,710.8357409961628
3990,424,30,30,4000.0,1000.0,4.0,0.75,970.0
3991,226,329,32,3000.0,1000.0,3.0,0.5,95.79509351199425
3991,226,329,82,3000.0,1000.0,3.0,0.5,245.57032046689312
3991,226,329,164,3000.0,1000.0,3.0,0.5,493.2872753978667
3991,226,329,246,3000.0,1000.0,3.0,0.5,738.6156798016023
3991,226,329,329,3000.0,1000.0,3.0,0.5,970.0
3992,315,301,30,1000.0,3000.0,0.3333333333333333,0.0,276.491750618774
3992,315,301,75,1000.0,3000.0,0.3333333333333333,0.0,695.2026534165248
3992,315,301,150,1000.0,3000.0,0.3333333333333333,0.0,1000.0
3992,315,301,225,1000.0,3000.0,0.3333333333333333,0.0,1000.0
3992,315,301,301,1000.0,3000.0,0.3333333333333333,0.0,1000.0
3993,265,406,40,1000.0,2000.0,0.5,0.0,179.26781865368804
3993,265,406,101,1000.0,2000.0,0.5,0.0,455.97691991555683
3993,265,406,203,1000.0,2000.0,0.5,0.0,928.1590510392327
3993,265,406,304,1000.0,2000.0,0.5,0.0,1000.0
3993,265,406,406,1000.0,2000.0,0.5,0.0,1000.0
3994,382,89,8,1000.0,4000.0,0.25,0.0,344.75670770944805
3994,382,89,22,1000.0,4000.0,0.25,0.0,949.8406093655888
3994,382,89,44,1000.0,4000.0,0.25,0.0,1000.0
3994,382,89,66,1000.0,4000.0,0.25,0.0,1000.0
3994,382,89,89,1000.0,4000.0,0.25,0.0,1000.0
3995,398,331,33,1000.0,4000.0,0.25,0.0,353.8123507353273
3995,398,331,82,1000.0,4000.0,0.25,0.0,884.6812829433734
3995,398,331,165,1000.0,4000.0,0.25,0.0,1000.0
3995,398,331,248,1000.0,4000.0,0.25,0.0,1000.0
3995,398,331,331,1000.0,4000.0,0.25,0.0,1000.0
3996,414,390,39,1000.0,5000.0,0.2,0.0,416.35120586488824
3996,414,390,97,1000.0,5000.0,0.2,0.0,1000.0
3996,414,390,195,1000.0,5000.0,0.2,0.0,1000.0
3996,414,390,292,1000.0,5000.0,0.2,0.0,1000.0
3996,414,390,390,1000.0,5000.0,0.2,0.0,1000.0
3997,632,91,9,1000.0,3000.0,0.3333333333333333,0.0,277.57396810580457
3997,632,91,22,1000.0,3000.0,0.3333333333333333,0.0,681.3879236514549
3997,632,91,45,1000.0,3000.0,0.3333333333333333,0.0,1000.0
3997,632,91,68,1000.0,3000.0,0.3333333333333333,0.0,1000.0
3997,632,91,91,1000.0,3000.0,0.3333333333333333,0.0,1000.0
3998,364,291,29,2000.0,1000.0,2.0,0.25,100.40208254896807
3998,364,291,72,2000.0,1000.0,2.0,0.25,249.6583371998118
3998,364,291,145,2000.0,1000.0,2.0,0.25,501.0657248075832
3998,364,291,218,2000.0,1000.0,2.0,0.25,744.6019110069144
3998,364,291,291,2000.0,1000.0,2.0,0.25,970.0
3999,338,32,3,1000.0,2000.0,0.5,0.0,181.19184483179444
3999,338,32,8,1000.0,2000.0,0.5,0.0,483.49756196328235
3999,338,32,16,1000.0,2000.0,0.5,0.0,967.989722576131
3999,338,32,24,1000.0,2000.0,0.5,0.0,1000.0
3999,338,32,32,1000.0,2000.0,0.5,0.0,1000.0
4000,220,89,8,3000.0,1000.0,3.0,0.5,86.59654618944448
4000,220,89,22,3000.0,1000.0,3.0,0.5,238.34298654454582
4000,220,89,44,3000.0,1000.0,3.0,0.5,477.48118629738383
4000,220,89,66,3000.0,1000.0,3.0,0.5,717.6274362419939
4000,220,89,89,3000.0,1000.0,3.0,0.5,970.0
4001,578,192,19,5000.0,1000.0,5.0,1.0,158.6255549304215
4001,578,192,48,5000.0,1000.0,5.0,1.0,379.74521069621755
4001,578,192,96,5000.0,1000.0,5.0,1.0,681.806547564642
4001,578,192,144,5000.0,1000.0,5.0,1.0,888.2000091397582
4001,578,192,192,5000.0,1000.0,5.0,1.0,970.0000000000001
4002,489,56,5,1000.0,4000.0,0.25,0.0,343.205311394199
4002,489,56,14,1000.0,4000.0,0.25,0.0,962.3625808049385
4002,489,56,28,1000.0,4000.0,0.25,0.0,1000.0
4002,489,56,42,1000.0,4000.0,0.25,0.0,1000.0
4002,489,56,56,1000.0,4000.0,0.25,0.0,1000.0
4003,310,278,27,1000.0,1000.0,1.0,0.0,91.5321348217827
4003,310,278,69,1000.0,1000.0,1.0,0.0,235.13537346440827
4003,310,278,139,1000.0,1000.0,1.0,0.0,477.37034003612536
4003,310,278,208,1000.0,1000.0,1.0,0.0,719.5455224405312
4003,310,278,278,1000.0,1000.0,1.0,0.0,970.0000000000001
4004,621,274,27,4000.0,1000.0,4.0,0.75,228.170338894397
4004,621,274,68,4000.0,1000.0,4.0,0.75,541.0346760344903
4004,621,274,137,4000.0,1000.0,4.0,0.75,956.162198923396
4004,621,274,205,4000.0,1000.0,4.0,0.75,1170.4530783443206
4004,621,274,274,4000.0,1000.0,4.0,0.75,970.0
4005,630,96,9,5000.0,1000.0,5.0,1.0,105.47634433759443
4005,630,96,24,5000.0,1000.0,5.0,1.0,274.97093415517566
4005,630,96,48,5000.0,1000.0,5.0,1.0,529.8506526659608
4005,630,96,72,5000.0,1000.0,5.0,1.0,764.111649353593
4005,630,96,96,5000.0,1000.0,5.0,1.0,970.0000000000001
4006,463,313,31,1000.0,1000.0,1.0,0.0,95.14593468255975
4006,463,313,78,1000.0,1000.0,1.0,0.0,239.24062394417197
4006,463,313,156,1000.0,1000.0,1.0,0.0,477.4708911937407
4006,463,313,234,1000.0,1000.0,1.0,0.0,716.5025954280405
4006,463,313,313,1000.0,1000.0,1.0,0.0,970.0
4007,522,334,33,3000.0,1000.0,3.0,0.5,170.87393697224587
4007,522,334,83,3000.0,1000.0,3.0,0.5,413.38744920423534
4007,522,334,167,3000.0,1000.0,3.0,0.5,751.2540792457584
4007,522,334,250,3000.0,1000.0,3.0,0.5,966.8446214455223
4007,522,334,334,3000.0,1000.0,3.0,0.5,970.0
4008,243,155,15,5000.0,1000.0,5.0,1.0,93.36244018827848
4008,243,155,38,5000.0,1000.0,5.0,1.0,236.37390347994267
4008,243,155,77,5000.0,1000.0,5.0,1.0,479.717051816798
4008,243,155,116,5000.0,1000.0,5.0,1.0,724.4445112279205
4008,243,155,155,5000.0,1000.0,5.0,1.0,970.0
4009,407,166,16,1000.0,4000.0,0.25,0.0,364.26808218672466
4009,407,166,41,1000.0,4000.0,0.25,0.0,936.5453128027137
4009,407,166,83,1000.0,4000.0,0.25,0.0,1000.0
4009,407,166,124,1000.0,4000.0,0.25,0.0,1000.0
4009,407,166,166,1000.0,4000.0,0.25,0.0,1000.0
4010,218,310,31,1000.0,2000.0,0.5,0.0,186.92485218727757
4010,218,310,77,1000.0,2000.0,0.5,0.0,466.70555266427147
4010,218,310,155,1000.0,2000.0,0.5,0.0,948.4978268149332
4010,218,310,232,1000.0,2000.0,0.5,0.0,1000.0
4010,218,310,310,1000.0,2000.0,0.5,0.0,1000.0
4011,600,131,13,4000.0,1000.0,4.0,0.75,113.91740569431008
4011,600,131,32,4000.0,1000.0,4.0,0.75,274.0682379388731
4011,600,131,65,4000.0,1000.0,4.0,0.75,533.695632931054
4011,600,131,98,4000.0,1000.0,4.0,0.75,768.7560600764438
4011,600,131,131,4000.0,1000.0,4.0,0.75,970.0
4012,515,86,8,1000.0,3000.0,0.3333333333333333,0.0,266.10568379858995
4012,515,86,21,1000.0,3000.0,0.3333333333333333,0.0,700.1363107050163
4012,515,86,43,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4012,515,86,64,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4012,515,86,86,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4013,479,76,7,1000.0,5000.0,0.2,0.0,440.97139539452684
4013,479,76,19,1000.0,5000.0,0.2,0.0,1000.0
4013,479,76,38,1000.0,5000.0,0.2,0.0,1000.0
4013,479,76,57,1000.0,5000.0,0.2,0.0,1000.0
4013,479,76,76,1000.0,5000.0,0.2,0.0,1000.0
4014,300,25,2,4000.0,1000.0,4.0,0.75,77.35926953380246
4014,300,25,6,4000.0,1000.0,4.0,0.75,232.26506860017116
4014,300,25,12,4000.0,1000.0,4.0,0.75,464.88739775955804
4014,300,25,18,4000.0,1000.0,4.0,0.75,697.8056441361808
4014,300,25,25,4000.0,1000.0,4.0,0.75,970.0
4015,501,197,19,1000.0,2000.0,0.5,0.0,179.2957664946204
4015,501,197,49,1000.0,2000.0,0.5,0.0,464.14633495669
4015,501,197,98,1000.0,2000.0,0.5,0.0,935.7460551018056
4015,501,197,147,1000.0,2000.0,0.5,0.0,1000.0
4015,501,197,197,1000.0,2000.0,0.5,0.0,1000.0
4016,301,416,41,1000.0,2000.0,0.5,0.0,177.38939004603313
4016,301,416,104,1000.0,2000.0,0.5,0.0,453.4806463559779
4016,301,416,208,1000.0,2000.0,0.5,0.0,918.4197020989052
4016,301,416,312,1000.0,2000.0,0.5,0.0,1000.0
4016,301,416,416,1000.0,2000.0,0.5,0.0,1000.0
4017,318,208,20,1000.0,3000.0,0.3333333333333333,0.0,272.21604183700305
4017,318,208,52,1000.0,3000.0,0.3333333333333333,0.0,710.6945182960512
4017,318,208,104,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4017,318,208,156,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4017,318,208,208,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4018,751,149,14,1000.0,3000.0,0.3333333333333333,0.0,236.06350025009095
4018,751,149,37,1000.0,3000.0,0.3333333333333333,0.0,632.1795430349673
4018,751,149,74,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4018,751,149,111,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4018,751,149,149,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4019,335,280,28,2000.0,1000.0,2.0,0.25,98.20758480340834
4019,335,280,70,2000.0,1000.0,2.0,0.25,246.38336545533633
4019,335,280,140,2000.0,1000.0,2.0,0.25,493.2381279861257
4019,335,280,210,2000.0,1000.0,2.0,0.25,736.7252126199476
4019,335,280,280,2000.0,1000.0,2.0,0.25,969.9999999999999
4020,627,213,21,1000.0,5000.0,0.2,0.0,416.88781863638314
4020,627,213,53,1000.0,5000.0,0.2,0.0,1000.0
4020,627,213,106,1000.0,5000.0,0.2,0.0,1000.0
4020,627,213,159,1000.0,5000.0,0.2,0.0,1000.0
4020,627,213,213,1000.0,5000.0,0.2,0.0,1000.0
4021,551,265,26,2000.0,1000.0,2.0,0.25,114.4791812660589
4021,551,265,66,2000.0,1000.0,2.0,0.25,284.0122753528787
4021,551,265,132,2000.0,1000.0,2.0,0.25,543.3825827691679
4021,551,265,198,2000.0,1000.0,2.0,0.25,773.3435367429419
4021,551,265,265,2000.0,1000.0,2.0,0.25,970.0
4022,445,218,21,1000.0,3000.0,0.3333333333333333,0.0,267.7339352177133
4022,445,218,54,1000.0,3000.0,0.3333333333333333,0.0,691.6578017264676
4022,445,218,109,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4022,445,218,163,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4022,445,218,218,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4023,378,183,18,4000.0,1000.0,4.0,0.75,99.75411079292243
4023,378,183,45,4000.0,1000.0,4.0,0.75,249.29633097399136
4023,378,183,91,4000.0,1000.0,4.0,0.75,499.27243847532793
4023,378,183,137,4000.0,1000.0,4.0,0.75,742.3606464351444
4023,378,183,183,4000.0,1000.0,4.0,0.75,970.0
4024,549,62,6,1000.0,3000.0,0.3333333333333333,0.0,277.7679313706529
4024,549,62,15,1000.0,3000.0,0.3333333333333333,0.0,695.6938898984647
4024,549,62,31,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4024,549,62,46,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4024,549,62,62,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4025,571,153,15,3000.0,1000.0,3.0,0.5,107.38839569154102
4025,571,153,38,3000.0,1000.0,3.0,0.5,267.65953548322835
4025,571,153,76,3000.0,1000.0,3.0,0.5,518.8348285028893
4025,571,153,114,3000.0,1000.0,3.0,0.5,752.1870672005705
4025,571,153,153,3000.0,1000.0,3.0,0.5,970.0000000000001
4026,332,311,31,1000.0,1000.0,1.0,0.0,94.01090091235343
4026,332,311,77,1000.0,1000.0,1.0,0.0,234.714495545254
4026,332,311,155,1000.0,1000.0,1.0,0.0,475.79336451823616
4026,332,311,233,1000.0,1000.0,1.0,0.0,720.0813792103459
4026,332,311,311,1000.0,1000.0,1.0,0.0,970.0000000000001
4027,401,284,28,1000.0,3000.0,0.3333333333333333,0.0,270.17843316283853
4027,401,284,71,1000.0,3000.0,0.3333333333333333,0.0,688.6744002094241
4027,401,284,142,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4027,401,284,213,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4027,401,284,284,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4028,269,359,35,5000.0,1000.0,5.0,1.0,118.76486659467848
4028,269,359,89,5000.0,1000.0,5.0,1.0,301.7488823549357
4028,269,359,179,5000.0,1000.0,5.0,1.0,600.8605640608769
4028,269,359,269,5000.0,1000.0,5.0,1.0,854.3075955727242
4028,269,359,359,5000.0,1000.0,5.0,1.0,970.0
4029,271,156,15,1000.0,5000.0,0.2,0.0,457.7637129957985
4029,271,156,39,1000.0,5000.0,0.2,0.0,1000.0
4029,271,156,78,1000.0,5000.0,0.2,0.0,1000.0
4029,271,156,117,1000.0,5000.0,0.2,0.0,1000.0
4029,271,156,156,1000.0,5000.0,0.2,0.0,1000.0
4030,679,66,6,1000.0,5000.0,0.2,0.0,426.2079012326017
4030,679,66,16,1000.0,5000.0,0.2,0.0,1000.0
4030,679,66,33,1000.0,5000.0,0.2,0.0,1000.0
4030,679,66,49,1000.0,5000.0,0.2,0.0,1000.0
4030,679,66,66,1000.0,5000.0,0.2,0.0,1000.0
4031,345,274,27,1000.0,5000.0,0.2,0.0,455.2887927083626
4031,345,274,68,1000.0,5000.0,0.2,0.0,1000.0
4031,345,274,137,1000.0,5000.0,0.2,0.0,1000.0
4031,345,274,205,1000.0,5000.0,0.2,0.0,1000.0
4031,345,274,274,1000.0,5000.0,0.2,0.0,1000.0
4032,325,183,18,1000.0,4000.0,0.25,0.0,372.59412689512664
4032,325,183,45,1000.0,4000.0,0.25,0.0,934.7311769059928
4032,325,183,91,1000.0,4000.0,0.25,0.0,1000.0
4032,325,183,137,1000.0,4000.0,0.25,0.0,1000.0
4032,325,183,183,1000.0,4000.0,0.25,0.0,1000.0
4033,588,115,11,1000.0,1000.0,1.0,0.0,90.90120127046596
4033,588,115,28,1000.0,1000.0,1.0,0.0,231.70559169408165
4033,588,115,57,1000.0,1000.0,1.0,0.0,473.6825856632281
4033,588,115,86,1000.0,1000.0,1.0,0.0,719.137810538262
4033,588,115,115,1000.0,1000.0,1.0,0.0,970.0
4034,230,64,6,1000.0,1000.0,1.0,0.0,90.3044908238151
4034,230,64,16,1000.0,1000.0,1.0,0.0,241.08931630234653
4034,230,64,32,1000.0,1000.0,1.0,0.0,483.0951622342786
4034,230,64,48,1000.0,1000.0,1.0,0.0,726.0563543010403
4034,230,64,64,1000.0,1000.0,1.0,0.0,970.0
4035,401,38,3,1000.0,4000.0,0.25,0.0,304.8304464358133
4035,401,38,9,1000.0,4000.0,0.25,0.0,915.2192432183523
4035,401,38,19,1000.0,4000.0,0.25,0.0,1000.0
4035,401,38,28,1000.0,4000.0,0.25,0.0,1000.0
4035,401,38,38,1000.0,4000.0,0.25,0.0,1000.0
4036,434,413,41,1000.0,3000.0,0.3333333333333333,0.0,245.63890378398264
4036,434,413,103,1000.0,3000.0,0.3333333333333333,0.0,621.331304338727
4036,434,413,206,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4036,434,413,309,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4036,434,413,413,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4037,346,94,9,1000.0,5000.0,0.2,0.0,459.02579388580256
4037,346,94,23,1000.0,5000.0,0.2,0.0,1000.0
4037,346,94,47,1000.0,5000.0,0.2,0.0,1000.0
4037,346,94,70,1000.0,5000.0,0.2,0.0,1000.0
4037,346,94,94,1000.0,5000.0,0.2,0.0,1000.0
4038,463,156,15,1000.0,4000.0,0.25,0.0,361.7760468897635
4038,463,156,39,1000.0,4000.0,0.25,0.0,943.9769756992747
4038,463,156,78,1000.0,4000.0,0.25,0.0,1000.0
4038,463,156,117,1000.0,4000.0,0.25,0.0,1000.0
4038,463,156,156,1000.0,4000.0,0.25,0.0,1000.0
4039,554,282,28,3000.0,1000.0,3.0,0.5,152.93709430270948
4039,554,282,70,3000.0,1000.0,3.0,0.5,366.8174751558253
4039,554,282,141,3000.0,1000.0,3.0,0.5,674.2070366694429
4039,554,282,211,3000.0,1000.0,3.0,0.5,889.6248906252489
4039,554,282,282,3000.0,1000.0,3.0,0.5,970.0
4040,282,372,37,5000.0,1000.0,5.0,1.0,131.00130668535655
4040,282,372,93,5000.0,1000.0,5.0,1.0,329.4986645377818
4040,282,372,186,5000.0,1000.0,5.0,1.0,647.2320602918626
4040,282,372,279,5000.0,1000.0,5.0,1.0,902.4279676512425
4040,282,372,372,5000.0,1000.0,5.0,1.0,970.0
4041,400,234,23,5000.0,1000.0,5.0,1.0,119.66849289949175
4041,400,234,58,5000.0,1000.0,5.0,1.0,296.4439949836786
4041,400,234,117,5000.0,1000.0,5.0,1.0,578.555684091678
4041,400,234,175,5000.0,1000.0,5.0,1.0,813.8810069685186
4041,400,234,234,5000.0,1000.0,5.0,1.0,970.0
4042,586,137,13,4000.0,1000.0,4.0,0.75,110.36402344537483
4042,586,137,34,4000.0,1000.0,4.0,0.75,280.70872633646985
4042,586,137,68,4000.0,1000.0,4.0,0.75,537.0176139071999
4042,586,137,102,4000.0,1000.0,4.0,0.75,767.09903902639
4042,586,137,137,4000.0,1000.0,4.0,0.75,969.9999999999999
4043,292,378,37,1000.0,5000.0,0.2,0.0,439.49806349667205
4043,292,378,94,1000.0,5000.0,0.2,0.0,1000.0
4043,292,378,189,1000.0,5000.0,0.2,0.0,1000.0
4043,292,378,283,1000.0,5000.0,0.2,0.0,1000.0
4043,292,378,378,1000.0,5000.0,0.2,0.0,1000.0
4044,233,156,15,3000.0,1000.0,3.0,0.5,92.16288777555934
4044,233,156,39,3000.0,1000.0,3.0,0.5,239.9010447670243
4044,233,156,78,3000.0,1000.0,3.0,0.5,481.40351088090347
4044,233,156,117,3000.0,1000.0,3.0,0.5,724.7240141061279
4044,233,156,156,3000.0,1000.0,3.0,0.5,970.0
4045,536,239,23,5000.0,1000.0,5.0,1.0,176.156760917141
4045,536,239,59,5000.0,1000.0,5.0,1.0,429.82934495732115
4045,536,239,119,5000.0,1000.0,5.0,1.0,766.4750794773971
4045,536,239,179,5000.0,1000.0,5.0,1.0,964.9974283123521
4045,536,239,239,5000.0,1000.0,5.0,1.0,970.0000000000001
4046,346,329,32,4000.0,1000.0,4.0,0.75,122.26811152207807
4046,346,329,82,4000.0,1000.0,4.0,0.75,312.45509812211816
4046,346,329,164,4000.0,1000.0,4.0,0.75,607.6606375573218
4046,346,329,246,4000.0,1000.0,4.0,0.75,850.4341591696021
4046,346,329,329,4000.0,1000.0,4.0,0.75,970.0
4047,639,213,21,1000.0,1000.0,1.0,0.0,92.62349382003065
4047,639,213,53,1000.0,1000.0,1.0,0.0,233.39704776737904
4047,639,213,106,1000.0,1000.0,1.0,0.0,467.29671950933994
4047,639,213,159,1000.0,1000.0,1.0,0.0,707.9471305964918
4047,639,213,213,1000.0,1000.0,1.0,0.0,970.0
4048,495,112,11,4000.0,1000.0,4.0,0.75,100.00256741141597
4048,495,112,28,4000.0,1000.0,4.0,0.75,253.10090055106943
4048,495,112,56,4000.0,1000.0,4.0,0.75,500.91795561015056
4048,495,112,84,4000.0,1000.0,4.0,0.75,740.9908853374403
4048,495,112,112,4000.0,1000.0,4.0,0.75,970.0
4049,461,194,19,1000.0,2000.0,0.5,0.0,183.49329640338067
4049,461,194,48,1000.0,2000.0,0.5,0.0,465.1539005778272
4049,461,194,97,1000.0,2000.0,0.5,0.0,946.7120079481261
4049,461,194,145,1000.0,2000.0,0.5,0.0,1000.0
4049,461,194,194,1000.0,2000.0,0.5,0.0,1000.0
4050,589,58,5,1000.0,4000.0,0.25,0.0,328.8509697715795
4050,589,58,14,1000.0,4000.0,0.25,0.0,923.0271299441449
4050,589,58,29,1000.0,4000.0,0.25,0.0,1000.0
4050,589,58,43,1000.0,4000.0,0.25,0.0,1000.0
4050,589,58,58,1000.0,4000.0,0.25,0.0,1000.0
4051,263,306,30,2000.0,1000.0,2.0,0.25,94.21299703742973
4051,263,306,76,2000.0,1000.0,2.0,0.25,239.61637787610638
4051,263,306,153,2000.0,1000.0,2.0,0.25,485.9550725646139
4051,263,306,229,2000.0,1000.0,2.0,0.25,729.063918848103
4051,263,306,306,2000.0,1000.0,2.0,0.25,970.0
4052,523,338,33,4000.0,1000.0,4.0,0.75,226.97926044242965
4052,523,338,84,4000.0,1000.0,4.0,0.75,549.3707293302546
4052,523,338,169,4000.0,1000.0,4.0,0.75,967.5210398605485
4052,523,338,253,4000.0,1000.0,4.0,0.75,1169.67536204421
4052,523,338,338,4000.0,1000.0,4.0,0.75,970.0
4053,541,179,17,1000.0,1000.0,1.0,0.0,90.40651230871457
4053,541,179,44,1000.0,1000.0,1.0,0.0,234.16888369664468
4053,541,179,89,1000.0,1000.0,1.0,0.0,474.67051072066255
4053,541,179,134,1000.0,1000.0,1.0,0.0,718.5681639251824
4053,541,179,179,1000.0,1000.0,1.0,0.0,970.0
4054,719,95,9,1000.0,3000.0,0.3333333333333333,0.0,258.7129664293134
4054,719,95,23,1000.0,3000.0,0.3333333333333333,0.0,666.2742439335759
4054,719,95,47,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4054,719,95,71,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4054,719,95,95,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4055,308,31,3,1000.0,3000.0,0.3333333333333333,0.0,280.6016811974652
4055,308,31,7,1000.0,3000.0,0.3333333333333333,0.0,655.0654206741929
4055,308,31,15,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4055,308,31,23,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4055,308,31,31,1000.0,3000.0,0.3333333333333333,0.0,1000.0
4056,258,203,20,1000.0,5000.0,0.2,0.0,466.12394117256457
4056,258,203,50,1000.0,5000.0,0.2,0.0,1000.0
4056,258,203,101,1000.0,5000.0,0.2,0.0,1000.0
4056,258,203,152,1000.0,5000.0,0.2,0.0,1000.0
4056,258,203,203,1000.0,5000.0,0.2,0.0,1000.0
4057,301,389,38,5000.0,1000.0,5.0,1.0,145.97793505758338
4057,301,389,97,5000.0,1000.0,5.0,1.0,373.39429673482084
4057,301,389,194,5000.0,1000.0,5.0,1.0,725.2532457391942
4057,301,389,291,5000.0,1000.0,5.0,1.0,979.9871356951078
4057,301,389,389,5000.0,1000.0,5.0,1.0,970.0
4058,232,184,18,3000.0,1000.0,3.0,0.5,93.70041293838685
4058,232,184,46,3000.0,1000.0,3.0,0.5,239.6598479855196
4058,232,184,92,3000.0,1000.0,3.0,0.5,481.01485441686833
4058,232,184,138,3000.0,1000.0,3.0,0.5,724.6279187759719
4058,232,184,184,3000.0,1000.0,3.0,0.5,970.0
4059,349,99,9,1000.0,2000.0,0.5,0.0,174.25699802859177
4059,349,99,24,1000.0,2000.0,0.5,0.0,465.58367466717374
4059,349,99,49,1000.0,2000.0,0.5,0.0,953.6409768550764
4059,349,99,74,1000.0,2000.0,0.5,0.0,1000.0
4059,349,99,99,1000.0,2000.0,0.5,0.0,1000.0
4060,435,218,21,5000.0,1000.0,5.0,1.0,120.4472350725456
4060,435,218,54,5000.0,1000.0,5.0,1.0,305.7950959998225
4060,435,218,109,5000.0,1000.0,5.0,1.0,590.9784235110304
4060,435,218,163,5000.0,1000.0,5.0,1.0,822.5360057579555
4060,435,218,218,5000.0,1000.0,5.0,1.0,970.0
4061,394,297,29,2000.0,1000.0,2.0,0.25,101.49872432477143
4061,394,297,74,2000.0,1000.0,2.0,0.25,258.06194156599975
4061,394,297,148,2000.0,1000.0,2.0,0.25,511.77074155266786
4061,394,297,222,2000.0,1000.0,2.0,0.25,751.7070654790801
4061,394,297,297,2000.0,1000.0,2.0,0.25,970.0000000000001
4062,261,379,37,1000.0,5000.0,0.2,0.0,442.4664760136998
4062,261,379,94,1000.0,5000.0,0.2,0.0,1000.0
4062,261,379,189,1000.0,5000.0,0.2,0.0,1000.0
4062,261,379,284,1000.0,5000.0,0.2,0.0,1000.0
4062,261,379,379,1000.0,5000.0,0.2,0.0,1000.0
4063,282,334,33,1000.0,5000.0,0.2,0.0,453.167716873811
4063,282,334,83,1000.0,5000.0,0.2,0.0,1000.0
